id,rate_unemployment,percent_college,percent_married,median_income,average_act,percent_lunch,year,L_id,state,zip_code,school_type,school_level,charter,PerPupil_Total_Expenditure,PerPupil_Salary_Expenditure,PerPupil_Benefits_Expenditure,PerInstructor_Total_Expenditure,PerInstructor_Salary,PerInstructor_Benefits,PerPupil_StudentSupport_Expenditure
291854001011,0.0625562556255626,0.764910753156291,0.74540174249758,75875.0,21.7,0.146778711484594,2016-2017,2918540,MO,64068,Regular School,High,No,10008.0,6398.0,1935.0,5602.0,3995.0,1202.0,537.0
291854003148,0.0296984810700521,0.825149700598802,0.865724381625442,86028.0,21.2,0.156467315716273,2016-2017,2918540,MO,64068,Regular School,High,No,10008.0,6398.0,1935.0,5602.0,3995.0,1202.0,537.0
291860001014,0.0423162583518931,0.348819497334349,0.760315533980582,40465.0,21.3,0.456140350877193,2016-2017,2918600,MO,65542,Regular School,High,No,8426.0,5067.0,1546.0,4995.0,3315.0,1040.0,328.0
291869001026,0.0327868852459016,0.794407894736842,0.903460837887067,58889.0,24.0,0.16046277665996,2016-2017,2918690,MO,63126,Regular School,High,No,9419.0,5966.0,1857.0,5540.0,3922.0,1196.0,329.0
291917001037,0.053870529651426,0.764507675028079,0.833865814696486,63617.0,22.8,0.248206599713056,2016-2017,2919170,MO,65742,Regular School,High,No,8497.0,5448.0,1657.0,5045.0,3468.0,1039.0,303.0
291923001040,0.0407407407407407,0.647435897435897,0.634730538922156,58750.0,22.1,0.12589928057554,2016-2017,2919230,MO,64070,Regular School,High,No,9618.0,6124.0,1685.0,5642.0,3903.0,1067.0,391.0
291926001043,0.089910775566232,0.334798994974874,0.576413959085439,36250.0,19.7,0.490291262135922,2016-2017,2919260,MO,63353,Regular School,High,No,9052.0,5546.0,1740.0,5626.0,3796.0,1137.0,302.0
291935001046,0.0572045331894226,0.374721851357365,0.785888077858881,37500.0,20.5,0.423076923076923,2016-2017,2919350,MO,63764,Regular School,High,No,8607.0,5234.0,1673.0,5284.0,3501.0,1163.0,303.0
291941001053,0.0784682988072819,0.663682148852826,0.896265560165975,42909.0,20.7,0.351648351648352,2016-2017,2919410,MO,63552,Regular School,High,No,9568.0,5937.0,1883.0,6191.0,4056.0,1272.0,405.0
291989001058,0.126834381551363,0.196969696969697,0.336076817558299,26250.0,19.0,0.539351851851852,2016-2017,2919890,MO,63863,Regular School,High,No,9192.0,5491.0,1832.0,5708.0,3692.0,1178.0,315.0
291998001063,0.110720562390158,0.376673866090713,0.747093023255814,28110.0,21.2,0.507772020725389,2016-2017,2919980,MO,65704,Regular School,High,No,8853.0,5905.0,1329.0,5258.0,3764.0,855.0,291.0
292001001067,0.118078175895765,0.811494252873563,0.482638888888889,40214.0,22.4,0.507163323782235,2016-2017,2920010,MO,63143,Regular School,High,No,11940.0,8068.0,2152.0,6158.0,4289.0,1134.0,737.0
292005001070,0.041041041041041,0.44,0.620738636363636,34830.0,20.5,0.257425742574257,2016-2017,2920050,MO,64658,Regular School,High,No,9652.0,6260.0,1635.0,5960.0,3989.0,1051.0,335.0
